Month,Region,Route,Vendor,Package_Count,Driver_Hours,Mileage,Fuel_Used,Delivery_Cost
2023-01,East,8,Vendor E,214,75.05685698039677,225.22501680285856,59.23197960299624,2134.968088498639
2023-01,East,9,Vendor B,217,86.55927801881285,NaN,50.65868413223746,2377.599535577513
2023-01,East,10,Vendor D,210,75.6746648458479,231.90557298958916,44.02731246481874,2099.718578105168
2023-01,West,1,Vendor D,197,75.46753686047718,291.9400459360979,36.10146557102232,2088.3191614842694
2023-01,West,2,Vendor C,177,64.66793737256904,205.71212367994661,59.027872163434076,1859.369638149651
2023-01,West,3,Vendor F,188,75.88408812076564,239.40508123028275,49.40601368433933,2719.0057078684504
2023-01,West,4,Vendor A,179,91.06400752651132,231.27745764887518,46.189792363061756,2367.116002208737
2023-01,West,5,Vendor F,215,69.83266258549045,211.34427591206634,47.319909626180106,2584.295409976266
2023-01,West,6,Vendor G,201,90.59405682219119,262.6730491870432,47.66905694026889,2413.992136776856
2023-01,West,7,Vendor A,201,74.66621763454451,286.3113416602689,50.206690884831566,2117.2312303415465
2023-01,West,8,Vendor F,188,69.57136394888653,222.95890855473263,47.96665640480778,2536.4333713224914
2023-01,West,9,Vendor D,192,58.8371559591193,184.82269056547116,49.58732305339571,1724.3987026818559
2023-01,West,10,Vendor B,221,74.3270212165644,262.9705814260102,46.414090496387644,2115.0650446760574
2023-01,Central,1,Vendor D,193,38.03378094310662,252.25745724299048,52.33043467736712,1358.5213972400281
2023-01,Central,2,Vendor D,189,68.96647190104976,241.39023442627004,55.752435250166755,1974.9208844272575
2023-01,Central,3,Vendor E,201,85.3115998483567,298.9270382689698,42.56859134532611,2314.7939939644943
2023-01,Central,4,Vendor D,203,83.6911723698333,194.8444413018379,54.49058662061174,2258.701872039604
2023-01,Central,5,Vendor E,205,72.57689666013026,218.29994221356662,53.425238131308426,3075.440419387006
2023-01,Central,6,Vendor A,203,52.0806932326106,270.0842901252921,55.623839456188385,1675.0359570959524
2023-01,Central,7,Vendor G,191,68.81362486390472,285.60301300679953,52.65806573394272,1992.1085022840023
2023-01,Central,8,Vendor E,219,57.134156602892546,256.901668346365,50.6173615725427,1777.1762177832977
2023-01,Central,9,Vendor B,172,63.336823734096704,249.67011854765894,49.43503185156159,1822.8436413652144
2023-01,Central,10,Vendor G,197,83.01693238255977,246.70081377749554,45.251984564978635,2239.615089612629
2023-01,Northeast,1,Vendor C,205,67.82095107090788,301.2762146305889,59.695163503989896,2023.7702407084807
2023-01,Northeast,2,Vendor G,206,83.5268037582701,242.01029702971456,49.08562249411195,2271.999120865567
2023-01,Northeast,3,Vendor G,225,72.23110644231197,229.84837632225768,43.72919506502198,2051.21873983466
2023-01,Northeast,4,Vendor A,223,69.44983298455891,246.71750484246968,46.62431247719901,2011.400100028257
2023-01,Northeast,5,Vendor D,178,72.20646724586675,249.89482819723978,47.924776997811826,2004.8405728291143
2023-01,Northeast,6,Vendor F,229,66.60308339638752,222.56234258819367,47.659948574985,2537.7025949673084
2023-01,Northeast,7,Vendor F,212,91.07915061119158,290.6036094286361,56.73285831305148,3229.3868786662183
2023-01,Northeast,8,Vendor A,183,89.43670319166239,242.5436389146167,51.15471038703345,2362.2243783431186
2023-01,Northeast,9,Vendor E,215,84.80262952721684,326.96954724506895,50.5374285916571,2366.34660466635
2023-01,Northeast,10,Vendor A,184,70.69182397611804,215.29175808311587,NaN,1973.849104276579
2023-01,Southeast,1,Vendor G,194,91.1578815114834,233.11187611499489,49.17135183432267,2401.5388114016328
2023-01,Southeast,2,Vendor B,206,72.78596674385591,242.70765831762375,54.31935829776003,2073.3020047609725
2023-01,Southeast,3,Vendor B,180,68.94877193394387,274.07577924886436,52.86599289251581,1972.0188849057436
2023-01,Southeast,4,Vendor E,189,69.98145295857127,273.93925763745716,47.22445386035825,1989.1659753349743
2023-01,Southeast,5,Vendor B,203,86.1838128211058,208.9443957182435,51.64216495290775,2308.4693887117855
2023-01,Southeast,6,Vendor G,213,85.57179129614433,291.9347722637198,56.25549671121159,2374.863179414753
2023-01,Southeast,7,Vendor E,202,90.36061181709529,267.92613117684186,46.4434838652526,2410.298366643769
2023-01,Southeast,8,Vendor A,207,76.17124216149851,205.46093438545594,46.646504644262606,2097.1409177940313
2023-01,Southeast,9,Vendor A,202,83.75290053416529,290.2606825297974,55.88245218817516,2319.8617767657097
2023-01,Southeast,10,Vendor A,212,67.2829031294163,203.18315192175118,56.9035718794611,1956.27866937976
2023-01,Northwest,1,Vendor G,195,78.42926377321342,287.3040738503789,46.10312337369942,2171.777089895594
2023-01,Northwest,2,Vendor E,202,68.4811141746862,233.88384695942457,56.19505567207639,1981.537758685608
2023-01,Northwest,3,Vendor D,201,94.97280502284649,220.5318023956554,43.59529600000326,2464.061069894333
2023-01,Northwest,4,Vendor D,184,64.72984411771722,311.1498695389249,47.333495001670684,1899.2872890827114
2023-01,Northwest,5,Vendor A,189,76.02645528539665,241.0661153132812,53.16612655057547,2108.167154547628
2023-01,Northwest,6,Vendor G,201,71.12370167336753,250.6666537760273,55.420690872936156,2040.6360983517757
2023-01,Northwest,7,Vendor F,194,78.68385491334676,203.1644512934737,50.08965176292059,2777.8981416313154
2023-01,Northwest,8,Vendor B,179,70.8312278294201,224.78521043479927,53.43619225197644,1980.3042596052107
2023-01,Northwest,9,Vendor F,189,74.16098136731704,238.4894723477116,52.90036447038777,2689.0687254159707
2023-01,Northwest,10,Vendor B,226,75.91301171059668,265.61939274187205,49.16170508685448,2164.11698511762
2023-02,North,1,Vendor G,187,69.72005978234387,290.5920748049922,33.89491822007143,1950.941195190087
2023-02,North,2,Vendor B,194,78.95598834762943,253.24073290230004,41.308389975144294,2145.9893766194014
2023-02,North,3,Vendor C,201,83.28010406163472,271.046153750752,53.93636494000592,2291.5388683031633
2023-02,North,4,Vendor A,209,84.31115908390935,269.74083336749516,53.91348436123332,2323.3081347823836
2023-02,North,5,Vendor G,193,77.72236725327389,248.28188767533692,52.74033462353585,3226.706222311931
2023-02,North,6,Vendor D,174,61.60510633471341,253.72125423316064,59.484445780825354,1823.7882165766407
2023-02,North,7,Vendor A,198,75.84929162242673,290.7160764978342,50.64874102613401,2140.3617014256374
2023-02,North,8,Vendor G,193,90.52668444421106,237.56108473557907,46.37848732896167,2381.7058017124536
2023-02,North,9,Vendor A,213,57.60433024738019,248.4585307631717,54.644259303294064,1784.594501315389
2023-02,North,10,Vendor G,198,81.26932448892467,322.7939102382097,47.12704984655979,2257.4439854610987
2023-02,South,1,Vendor C,206,69.03620164009592,206.36649206865977,54.97377642632212,1978.4652573220806
2023-02,South,2,Vendor A,221,73.1194008259965,301.3342193664704,53.842155349952115,2136.2150141896686
2023-02,South,3,Vendor G,232,76.41532132149699,300.2058052515278,54.38343737937549,2219.580221718983
2023-02,South,4,Vendor A,213,67.66456836902653,233.02739011079595,55.9212652595683,1980.371597225713
2023-02,South,5,Vendor D,201,63.83294869148793,305.57792405423857,46.334101208213056,1900.5080318869407
2023-02,South,6,Vendor B,202,75.13695959566539,216.3745853930329,49.956325120512005,2085.4329185106635
2023-02,South,7,Vendor A,206,63.60850268477266,268.42595654273055,44.47083127703571,1875.6381214521987
2023-02,South,8,Vendor B,223,67.26793795637843,231.15551800733073,56.431910684977666,1987.8478019869
2023-02,South,9,Vendor D,200,53.935047609919046,264.560343086306,48.01489180665563,1681.4818334701313
2023-02,South,10,Vendor F,217,68.76016792763558,244.35691373364844,48.236575505022095,2589.6354033003568
2023-02,East,1,Vendor C,202,71.04553461209727,237.61961437154275,47.660530819133875,2009.4640533222728
2023-02,East,2,Vendor C,188,94.85637686225776,325.74152505195525,43.017144168908544,2503.623884783054
2023-02,East,3,Vendor B,214,77.44750326684773,237.49344159842457,50.41849699307755,2163.701621275242
2023-02,East,4,Vendor A,196,77.15599683705867,173.6425135109039,51.62492287288373,2096.1802134663667
2023-02,East,5,Vendor F,200,78.86586229905193,290.77892798094416,49.26430247592946,2859.450763256612
2023-02,East,6,Vendor C,193,68.43375929200295,276.1879860272637,62.130964073415335,2010.280869676663
2023-02,East,7,Vendor D,221,84.049620414942,243.22579752771875,57.182147597794334,2329.974329608854
2023-02,East,8,Vendor B,178,67.96083674584456,236.23923599389153,51.972445309550245,1923.877612441877
2023-02,East,9,Vendor D,178,64.12739315725648,287.49272714643865,55.448935071020834,1888.3903046460553
2023-02,East,10,Vendor F,182,85.72520714177271,209.83677937330353,48.880703836912375,2938.062818561226
2023-02,West,1,Vendor E,186,76.22243004547066,237.43109663436297,45.87693995117489,2083.5380787435556
2023-02,West,2,Vendor G,214,64.4119985175218,223.36571342699574,45.70160431504702,1880.3642113517744
2023-02,West,3,Vendor E,200,86.4971532922663,264.7950950271651,49.79059972517465,2338.191922037149
2023-02,West,4,Vendor E,235,74.06337675110723,270.547115694987,44.589578708362325,2129.8645405642237
2023-02,West,5,Vendor G,207,65.71780032651982,287.30284834308776,51.776690977950686,1952.567788470101
2023-02,West,6,Vendor G,200,56.90732285411742,262.7884354203882,55.05742592788104,1760.9917961182243
2023-02,West,7,Vendor D,215,75.65937593427986,204.18043037746656,58.916354051979184,2134.944839068015
2023-02,West,8,Vendor E,198,97.7253644189969,247.9318061138574,50.09287972581487,2550.545011225697
2023-02,West,9,Vendor C,230,74.63419960123154,197.865861524605,50.09023626234112,2106.6742177264173
2023-02,West,10,Vendor E,185,87.10674552542197,281.3184029194957,49.911294610550726,2338.159836091789
2023-02,Central,1,Vendor G,194,88.24482625841071,221.36352067526565,54.313524609950086,2351.655211403224
2023-02,Central,2,Vendor E,200,54.36988188499185,245.43810155016251,52.36044175315316,1691.7418238893938
2023-02,Central,3,Vendor D,187,63.081252958087504,308.3058664336659,46.201634911237235,1865.7134837556612
2023-02,Central,4,Vendor F,222,81.63646347032841,273.22561979456486,48.829474185859006,2958.998982993149
2023-02,Central,5,Vendor C,209,80.62239059758267,213.29298443574967,59.907621335413346,2233.6464666193433
2023-02,Central,6,Vendor E,220,70.55522466808972,208.02467256318303,46.70813393186794,2006.0436986953082
2023-02,Central,7,Vendor C,211,84.31665966868096,261.86121043557,48.43661415173362,2305.259762090162
2023-02,Central,8,Vendor G,215,67.04011089991246,253.63055155703844,59.4026735896902,1993.688569701543
2023-02,Central,9,Vendor C,184,77.11564833194248,309.0262223858758,48.524863239429216,2149.303289788663
2023-02,Central,10,Vendor D,174,87.06587419804208,232.02073180014324,53.63583607491788,2302.4374312656814
2023-02,Northeast,1,Vendor B,203,83.16221872557192,218.24295165230433,54.91961768622226,2263.4489985614878
2023-02,Northeast,2,Vendor D,205,72.63239441962459,255.00901837323562,51.01195228654567,2066.18915627607
2023-02,Northeast,3,Vendor E,198,82.82027387574128,222.65148093538292,49.900408018501345,2236.6975901315595
2023-02,Northeast,4,Vendor G,191,72.52119880921337,224.04971070967474,47.413267135303606,2013.5936040159831
2023-02,Northeast,5,Vendor F,178,76.28480532918435,232.2206891834297,NaN,2711.594091063141
2023-02,Northeast,6,Vendor D,211,69.79351584331731,226.82373664473292,49.710180001658486,1997.5950988581615
2023-02,Northeast,7,Vendor C,212,80.19430410514191,211.4840835398029,54.88272237576904,2213.4246993540273
2023-02,Northeast,8,Vendor D,215,95.56451330655989,267.83578380903884,45.401865307812216,2530.697332340058
2023-02,Northeast,9,Vendor C,203,72.53579413165531,242.94310018206136,38.91589248048079,2017.7294201837854
2023-02,Northeast,10,Vendor G,188,66.51767229831898,231.82960000192605,49.83978814659756,1900.970570407328
2023-02,Southeast,1,Vendor A,202,78.9210688349942,235.96971904511116,48.319038678052586,2167.9603241611085
2023-02,Southeast,2,Vendor C,194,81.00487042762613,279.2618326199549,52.59757265790974,2236.447226098225
2023-02,Southeast,3,Vendor C,207,74.04658908803317,301.90965444571503,38.77207051217418,2088.893785964615
2023-02,Southeast,4,Vendor F,210,76.9540322128332,234.65732560064737,45.40093862064856,2770.401212122698
2023-02,Southeast,5,Vendor C,219,83.26943460465196,204.6398106381527,50.11256487198864,2267.010273091897
2023-02,Southeast,6,Vendor G,194,52.224373931509156,234.51650074385697,60.62278114914507,1658.0657225239324
2023-02,Southeast,7,Vendor G,187,97.79416736851363,229.13532132707775,50.17749103702971,2524.397013277608
2023-02,Southeast,8,Vendor F,198,78.75166924324061,204.05978158125498,53.94060902346731,2803.1784051491572
2023-02,Southeast,9,Vendor E,182,69.81398348304973,267.8402677550499,53.532028122169244,1990.579914680532
2023-02,Southeast,10,Vendor B,201,62.241243841938626,279.56199134350146,42.070771798070766,1840.2743870390857
2023-02,Northwest,1,Vendor G,216,69.34553868092577,184.69147083118165,56.66621494352907,1991.7243009478116
2023-02,Northwest,2,Vendor B,227,66.71804524310672,241.8845535428741,55.71261780439065,1987.1294904010308
2023-02,Northwest,3,Vendor C,204,68.0929207407108,254.9558602285737,54.72104323292998,1984.9950606501498
2023-02,Northwest,4,Vendor F,193,68.08985812703712,268.2964014157126,49.80036768313318,2550.1789383714404
2023-02,Northwest,5,Vendor G,209,79.35992773064197,244.253940317874,53.64893398278695,2208.1977207519244
2023-02,Northwest,6,Vendor D,200,62.12116844898581,285.5145717553233,51.54426324393577,1868.3649017647176
2023-02,Northwest,7,Vendor A,208,59.744282919389164,215.37509845661376,54.27600753874131,1798.9387400779754
2023-02,Northwest,8,Vendor A,215,77.64290210153251,245.79150899927896,47.3742073465087,2164.9555694697438
2023-02,Northwest,9,Vendor F,209,68.38572361682168,235.68328353899912,49.43059616638514,2562.191100246685
2023-02,Northwest,10,Vendor C,183,80.45242424834208,239.24789273461334,43.875000556699746,2158.722222277709
2023-03,North,1,Vendor F,212,60.08344521916599,241.21505740504492,54.7071781007478,2377.075315067167
2023-03,North,2,Vendor G,195,85.27495817727876,213.59889789256255,46.31222017676514,2265.095162811408
2023-03,North,3,Vendor E,223,68.37323699008417,271.0332737439543,38.80855829445978,1981.010378931435
2023-03,North,4,Vendor G,214,73.45558130741229,269.87608100195837,45.88572049240784,2089.694436226644
2023-03,North,5,Vendor A,199,79.53881370036514,248.5424259165645,52.30911487918205,2195.3290741947876
2023-03,North,6,Vendor F,228,82.83846940311385,242.50590536994042,43.3160739945816,2956.4874992483815
2023-03,North,7,Vendor G,199,86.2870672085032,188.9531354965149,48.39195456234492,2282.7890891550082
2023-03,North,8,Vendor A,167,88.37177166354999,264.5607972265957,45.75447574504888,2313.935338842104
2023-03,North,9,Vendor G,191,83.585154297756,230.783047222148,50.923245364370686,2249.4426503815207
2023-03,North,10,Vendor B,213,82.49787411906735,230.14600464156985,51.36683426392694,2261.6455879580694
2023-03,South,1,Vendor G,195,76.62796618099912,294.85090929207513,43.43515735026364,2132.2753412460183
2023-03,South,2,Vendor G,200,78.93975225864402,307.064789322326,48.97699923989394,2209.964916485958
2023-03,South,3,Vendor B,195,68.37455899725458,204.21031685708476,48.286207534565854,1927.3759926630398
2023-03,South,4,Vendor F,180,84.01434165135367,298.10439629064473,41.05916959277334,2928.0250734537144
2023-03,South,5,Vendor F,213,66.26331108077375,296.33326296622795,48.32109129022935,2557.7882892456696
2023-03,South,6,Vendor B,231,63.7879867316115,187.94872853706903,50.446976394658066,1886.3699009384457
2023-03,South,7,Vendor G,209,74.5555702813871,266.3755149350078,42.35972874604033,2091.515900826868
2023-03,South,8,Vendor A,197,69.52096959814497,242.7287015384078,55.745685242342674,1998.7936686129722
2023-03,South,9,Vendor C,221,72.62079671556954,222.2504068402609,47.00706397949017,2058.2873703540176
2023-03,South,10,Vendor D,209,69.15514885642196,219.10911281100817,47.57991438188957,1970.8081879607128
2023-03,East,1,Vendor F,229,63.49316418708224,249.99781444262572,53.11548541824712,2499.52095726055
2023-03,East,2,Vendor B,199,63.09691210533735,228.9613128762535,45.62092587676853,1834.6778074628048
2023-03,East,3,Vendor D,205,75.56151654336418,216.79865359162682,46.3900670611223,2087.9797242056266
2023-03,East,4,Vendor E,187,83.41734179046844,243.9369521820449,58.2637447790844,2270.000241455849
2023-03,East,5,Vendor F,216,75.78873023238062,303.293533924278,43.062555178041144,2796.2199076971933
2023-03,East,6,Vendor G,217,91.17126841267978,276.75589066482246,44.43352582942684,2448.2794801407695
2023-03,East,7,Vendor F,207,61.60213971557141,287.3923390313726,51.92020987837771,2431.9604755750006
2023-03,East,8,Vendor F,190,89.27623037307576,272.6015337995408,50.668945314325526,3101.9200727894813
2023-03,East,9,Vendor G,210,66.79423444414104,289.54989663817366,45.9065328788693,1962.3342255023326
2023-03,East,10,Vendor B,215,83.97786911689785,266.9256345279516,45.10233945034847,2297.5197814057733
2023-03,West,1,Vendor G,199,59.53722081018587,289.7255571143667,57.87802279577867,1836.7138188596737
2023-03,West,2,Vendor E,169,66.36542762811607,287.2946623558722,56.712469033333626,1923.3227570758456
2023-03,West,3,Vendor A,201,76.03121834108056,198.0848167414273,53.768469497770056,2102.2806653597777
2023-03,West,4,Vendor A,193,76.29493652896095,272.6040988530664,46.41131647976197,2118.195139330345
2023-03,West,5,Vendor D,199,57.374770191494605,230.8178845349209,52.897403682986614,1743.1783455998043
2023-03,West,6,Vendor B,201,59.948303261644,234.03214821485273,53.52064924024638,1801.4473018825308
2023-03,West,7,Vendor C,191,57.14452701118152,250.40720978152615,56.58133775749984,1749.3788793650456
2023-03,West,8,Vendor E,207,83.83114551658483,294.0355133499193,49.84868471201507,2313.0902724776934
2023-03,West,9,Vendor B,203,83.38671048885192,221.15829472317083,53.79404842507811,2266.311331886175
2023-03,West,10,Vendor D,189,76.8883969952362,260.27556913421523,51.48374240489079,2131.8845085999255
2023-03,Central,1,Vendor B,196,85.4776124138742,269.57719376363633,58.56962900213497,2341.0074515420706
2023-03,Central,2,Vendor F,218,77.00261871536507,253.41912004383317,46.03270135058264,2804.3625355009544
2023-03,Central,3,Vendor E,183,84.03757621137267,189.24073920671353,54.18317873950656,2231.345503970001
2023-03,Central,4,Vendor E,185,88.2923824940323,198.3231977574259,50.61280399413929,2314.179980517519
2023-03,Central,5,Vendor F,204,73.39440390498203,233.34141692196891,52.13981313276317,2691.406077946445
2023-03,Central,6,Vendor A,215,92.2307471764625,224.10837860965052,57.10492676915024,2472.894751002491
2023-03,Central,7,Vendor G,214,85.48484873704551,220.42568510573582,54.881868364897414,2327.597990899044
2023-03,Central,8,Vendor E,209,84.30874511937245,248.23501437605432,48.89534137530194,2295.3019351389876
2023-03,Central,9,Vendor C,196,77.80241105709688,247.16178889630518,51.172511235134394,2151.862828185124
2023-03,Central,10,Vendor F,222,82.37119294189256,220.003141232557,60.968013078050355,2983.9287176549974
2023-03,Northeast,1,Vendor B,190,82.45372292001798,242.71229661470556,52.06717694359047,2235.9033671999546
2023-03,Northeast,2,Vendor A,204,56.31182687128464,223.25369530436487,50.3485213471464,1717.234318649751
2023-03,Northeast,3,Vendor D,206,67.85550890708201,281.4017780311521,51.6490061367001,1989.8982633704318
2023-03,Northeast,4,Vendor B,179,75.46415898606571,273.5216811475107,51.85415104668105,2097.458641549864
2023-03,Northeast,5,Vendor E,207,64.34958996007387,243.6490123048282,49.69018496382362,1892.7517614758453
2023-03,Northeast,6,Vendor A,200,83.62570914048952,207.51193421978178,46.78611808550026,2237.37969759816
2023-03,Northeast,7,Vendor D,198,83.61322510213886,269.12489444485715,53.350611794440375,2290.791274093013
2023-03,Northeast,8,Vendor B,202,82.11664086074373,301.2689215608968,52.595347696861104,2283.880213241996
2023-03,Northeast,9,Vendor G,185,82.82715135505504,193.49913716106525,53.27011930281435,2209.952867306183
2023-03,Northeast,10,Vendor B,199,79.76938968542046,254.24787360219648,52.376293023586555,2203.565396940487
2023-03,Southeast,1,Vendor D,203,80.92442714224097,247.60399206146423,43.33735043002035,2201.562989371759
2023-03,Southeast,2,Vendor G,191,80.14989824087164,243.7724696457088,56.606581014017024,2205.581189646909
2023-03,Southeast,3,Vendor F,231,79.54488847583313,226.90632399352464,42.123483605314235,2859.885619147336
2023-03,Southeast,4,Vendor G,195,70.92953456778454,261.6645673079114,44.13063336846986,2000.4813318458473
2023-03,Southeast,5,Vendor C,227,73.31394131496292,266.90138630228773,53.865141156254495,2128.5150815493944
2023-03,Southeast,6,Vendor F,193,NaN,238.9261818078252,48.79849597425876,3120.7790436356345
2023-03,Southeast,7,Vendor F,204,NaN,269.87901392639645,44.72208843939624,2768.8883399350657
2023-03,Southeast,8,Vendor D,206,84.66819834478859,212.30303992163692,56.44601525703437,2299.0838366198573
2023-03,Southeast,9,Vendor C,192,75.58155779850237,283.2809024200754,54.54663024010337,2133.2395881424027
2023-03,Southeast,10,Vendor C,205,60.20355443549912,277.29350035303486,49.55168039230183,1826.6022300987088
2023-03,Northwest,1,Vendor E,200,64.37326975071488,233.76925685811915,58.68057974947516,1903.7686883775946
2023-03,Northwest,2,Vendor G,203,77.81445055721893,262.34697157492843,45.292984154989874,2154.0761465543055
2023-03,Northwest,3,Vendor F,219,72.47650961712753,230.806333270314,50.338814674244844,2687.789567225716
2023-03,Northwest,4,Vendor B,198,64.13115296105056,251.79739711273783,51.62088654298498,1885.5641571176088
2023-03,Northwest,5,Vendor A,194,70.4315770331652,293.61312864875555,50.174562344131154,2026.3231048849507
2023-03,Northwest,6,Vendor D,211,73.5712177720871,233.22508494822375,47.69846618712818,2070.9548049720606
2023-03,Northwest,7,Vendor D,199,74.16425853145174,263.93577767032997,45.49519012155812,2076.632207595907
2023-03,Northwest,8,Vendor D,193,64.29747264828806,228.1381182203793,45.76744077778194,1849.634646231335
2023-03,Northwest,9,Vendor A,207,98.52585078957003,202.7701223730126,43.14551320749932,2532.1156288377065
2023-03,Northwest,10,Vendor A,179,81.92672034252732,256.6189241292149,48.2395612627306,2205.7244451162674
2023-04,North,1,Vendor C,206,66.28987336886287,308.4998674125195,49.090813683191804,1967.1698288743446
2023-04,North,2,Vendor G,198,NaN,276.05332931787797,59.63906498719286,2113.819118113364
2023-04,North,3,Vendor G,225,87.77856655030514,267.1146199259072,50.50861604235885,2404.8659510887237
2023-04,North,4,Vendor A,216,89.98011770304427,247.24219935270634,43.414022208236545,2402.189740297219
2023-04,North,5,Vendor D,200,67.56847845855195,209.60691632918224,44.712535226514134,1911.2713246480907
2023-04,North,6,Vendor C,202,73.11327685085884,178.4465890392089,47.17370630394798,2013.854609352546
2023-04,North,7,Vendor C,196,73.91315078862574,281.92348161268615,37.09121198712363,2052.6907407014974
2023-04,North,8,Vendor C,173,66.67479127096003,307.7687838238583,44.4837464726483,1911.1083351314605
2023-04,North,9,Vendor B,207,59.46964722160179,207.8932411130901,49.581084500554674,1773.3721426015538
2023-04,North,10,Vendor C,178,97.5403810892112,211.32784319111684,48.408329722918616,3734.743975301474
2023-04,South,1,Vendor E,192,72.39580466847461,261.1179524194063,50.88442919715004,2045.2401524125862
2023-04,South,2,Vendor E,207,78.49225562544467,271.32087993504575,NaN,2216.711321554156
2023-04,South,3,Vendor D,217,88.2542351569376,275.1725452728246,54.08679165200092,2417.9486052584493
2023-04,South,4,Vendor A,193,40.74636914407026,275.9454766989674,NaN,1422.2417635049019
2023-04,South,5,Vendor G,208,80.17604460990691,224.7709491810682,44.860151615356955,2184.96391655285
2023-04,South,6,Vendor E,240,65.12903079547772,251.03000165706507,48.187504985589655,1957.7611318605623
2023-04,South,7,Vendor A,207,56.86880144519759,211.921157614823,56.69289821858848,1745.1074181286112
2023-04,South,8,Vendor G,199,57.39838851773326,293.1788045150641,52.12449074952907,1778.7485253122907
2023-04,South,9,Vendor B,197,61.25550108060578,225.39314452082633,39.44040875567902,1774.1671345916484
2023-04,South,10,Vendor C,184,75.77927452100313,218.48687113732097,54.23059234647967,2085.369390141894
2023-04,East,1,Vendor E,207,68.06590181897671,223.92733076482895,50.71330307578025,1958.3143440657723
2023-04,East,2,Vendor E,229,55.713375807443285,248.8933314079329,47.07852485159759,1748.3390895484183
2023-04,East,3,Vendor A,169,79.28879109330933,286.10991658168217,53.6163223812787,3257.6861084385478
2023-04,East,4,Vendor A,225,84.2158908731151,283.2032355587299,52.073922310396206,2347.9615257287282
2023-04,East,5,Vendor A,214,74.9199596751074,252.70418980219983,53.98915597264644,2132.989175301407
2023-04,East,6,Vendor A,179,86.87240024108131,257.1931052074793,45.95988372676784,2298.1435191264172
2023-04,East,7,Vendor F,171,76.95736047769999,279.20111607487513,55.38053853950977,2768.1023432626903
2023-04,East,8,Vendor G,219,70.10483400814628,276.3704246367102,45.26754602005786,2032.2215730051253
2023-04,East,9,Vendor B,167,64.65381340892755,304.59815701957496,52.6031138258428,1884.1445038678244
2023-04,East,10,Vendor A,195,72.44605023293833,296.9831213505598,39.5638129479063,2038.3023163128214
2023-04,West,1,Vendor E,209,58.828281099544554,260.3893813067466,46.849757843258296,1786.848524304714
2023-04,West,2,Vendor B,214,67.65838133878987,196.56328256794473,52.15297319551326,1948.564515903104
2023-04,West,3,Vendor D,203,66.2003564797759,265.3519289280972,46.556909757187704,1927.3890162239395
2023-04,West,4,Vendor F,212,82.8897012504692,295.11869600864964,46.93703225529986,2981.7792411946157
2023-04,West,5,Vendor A,182,73.58291278298175,276.3347809371738,53.95379656116265,2072.320513905427
